words,label
"long, dobie, conviction, forgotten, superior, gave, men, saw, prisoner, characters, first, david, become, lines, vhs, leading, film, enemy, war, hemmings, trying, many, german, nice, point, group, storyline, films, pace, dvd, believablebr, alan, behind, cinema, view, days, role, unable, showing, realistic, plays, back, helmut, find, surprised, well, moves, dying, account, good, return, developed, soldiers, seen, thought, came, sad, feel, actor",1
"burns, making, low, hipitched, men, dizzy, sharp, first, forcing, snuff, movie, really, eye, pig, forced, flick, think, better, charlie, unless, putting, beating, story, far, know, interest, ban, looks, smash, like, fake, say, development, simply, shutter, genre, peakedbr, devils, worst, film, 710, torture, guts, come, dont, set, lot, budget, done, watching, enjoy, hear, much, circles, spinning, burning, either, pretty, noise, damn, 45, character, drink, hours, experiment, offer, ways, ordered, 3, scene, trying, eyebr, scenes, one, around, well, 24, alcohol, heard, box, short, torturing, hand, interested, shoving, sheen, various, ultimately, horror, told, recommend, didnt, maggots, minutes, ahead, painful, naturally, must, needle, second, purchasing, throwing, listen, grossing, actually, mallet, woman, good, 1976, went, seen, thought, guinea, spun",1
"even, c, gets, side, laid, knew, unsocial, recently, apart, men, next, shows, obviously, show, ever, crapbr, fear, 747, detailing, really, closely, faithful, attention, grandfather, apparent, trailer, trybr, guys, real, give, distinctly, think, better, girlsbr, old, make, far, experience, primal, showcase, absolutely, converse, call, way, picking, best, tell, jump, genuine, looks, get, hierarchy, dumb, stupid, find, canadian, like, say, boys, however, lighten, humping, girls, 1030, two, glory, whores, clubs, died, species, angels, succeed, greatest, upbr, people, respect, face, rages, oblivious, without, wait, besides, original, caught, shot, played, happeningbr, guy, work, sweeps, elvira, remember, comedy, teach, dont, funny, changebr, learn, club, genius, game, clearly, button, previous, b, popular, much, hear, taken, theres, youd, humour, comedic, realise, doesnt, commenters, would, everybody, park, dick, effects, tuesday, oh, seeing, objects, truly, space, matter, hey, trying, nice, test, women, fun, world, hahahaha, meat, scrambling, boil, social, feet, create, stupidity, one, situations, whore, politely, pick, take, relationships, well, another, approaches, quite, name, none, perfect, idiotic, childish, place, remote, different, someone, shuttle, girl, wrong, following, tonightbr, thing, players, man, flirt, see, pull, things, douchewads, going, go, cant, must, curt, hit, hmmmmmmmmbr, whole, fail, laughing, anything, opposite, separate, slot, nobody, watch, perhaps, butch, tomorrow, youre, good, studly, female, time, comments, thought, never, broken",1
"proper, ist, incrediblebr, brilliant, sidekick, holz, thisbr, körschgen, helges, replica, kunze, movie, really, nihil, especially, painting, starring, course, andreas, 00schneider, cast, buster, movies, clown, though, bunuel, far, funny, krusty, absolutely, performances, ps, know, best, surrealistic, keaton, schneider, baxter, made, one, helmut, plays, annoying, like, bit, buy, wife, merchandising, helge, would, already, look",1
"drive, noone, parisian, edgy, greatest, dassin, probably, makes, heist, pronounced, first, displays, classic, surpassed, unquestionably, else, clubs, movie, spectacularly, dishonor, 1955, example, thieves, appeared, man, captures, iconic, film, whats, things, today, nailbiter, sequences, movies, brute, brutality, final, seedy, duff, involved, unravel, moviesbr, performance, force, closing, followed, wordless, thirty, streets, best, dassins, earlier, among, paris, milieu, moment, one, entire, back, like, minutiae, theres, dying, carrying, isnt, cinemas, flabby, tough, robbery, unsentimental, never, minute, begin",1
"gets, even, characters, makes, movie, motivates, give, think, win, better, suited, magazine, story, experience, justify, great, know, way, able, get, mysterious, free, however, dangerous, actress, texel, people, actors, island, nicely, played, work, little, gives, 710, emotional, though, unfolds, bob, traumatic, dialogue, climax, dont, photographer, although, lust, simple, meets, doesnt, trustbr, would, shortly, deeper, entangled, kathleen, photo, deliver, nice, play, naiveness, view, review, network, natural, suffered, quite, life, something, camerawork, spirit, choices, seems, intrigues, things, surface, younger, go, psychology, worked, shots, reaches, nature, level, bit, woman, good, believable, grownup, enough, depth, never, shoot, stays",1
"par, imdb, vcr, 8, anthology, faces, asking, believe, enjoyed, cannot, lines, tape, space, aint, hikes, surprise, alot, minutes, campfire, better, hooked, stories, story, listed, way, maggot, new, familiar, linking, 103, much, keep, forget, douses, running, timer, time, seen, special, ending, according",1
"even, recently, making, tales, guess, show, plot, movie, advertising, surprise, real, searching, understand, grab, wasnt, marsden, able, sure, made, get, find, problem, recognized, girls, spent, two, unlike, mostly, girlfriends, bet, aisle, ill, least, widescreen, taylor, little, directtovideo, interesting, rent, lot, becuase, money, talked, brother, much, chance, cover, including, immediately, fangoria, pretty, tv, disturbing, craft, jacinda, theatres, world, released, valentines, could, shelf, view, one, take, definitely, christine, heard, life, james, day, onebr, horror, since, stars, movies, scary, behavior, actually, watch, im, good, socalled, never, watched",1
"hold, hopelessly, men, timeless, faith, conquest, depicts, garland, gem, makes, children, first, classic, jenny, smile, else, weak, fell, honey, dripping, ago, us, perfection, course, knees, film, itbr, young, every, anyone, today, climaxes, meet, still, many, better, humanity, directed, railway, performed, though, love, performance, world, years, great, along, send, dorothy, imagine, watching, worthwhile, strong, days, much, comes, bobbie, cruel, judy, like, perhaps, agutter, injustice, beautifully, good, impossible, generation, bewitching, voice, fortune, stands, rolebr, would",1
"writing, sense, action, tatoya, certain, panic, movie, height, ted, incarnations, assistant, looking, give, straight, particularly, dead, career, think, better, arrogant, channel, kind, make, story, rather, experience, great, bumbling, cinematic, sure, looks, entire, like, breasts, jerk, isnt, restaurant, however, happy, handled, ruthless, tragic, moments, screams, implanted, admirably, enjoyed, original, little, statue, sardonic, ii, william, bruce, endings, dont, funny, hasnt, meant, sarcasm, writer, role, evil, avoid, condescending, lots, yegor, certainly, youd, taking, scifi, pretty, american, deal, brilliant, battle, probably, nonsensical, yes, standard, cheese, tamara, typecast, acting, explored, hed, scene, raimi, touches, ought, seemed, scenes, williams, films, bmovie, cunning, perfect, control, feel, merely, seriously, summary, uneventhere, man, campbell, retreads, vehicle, things, brain, star, meaning, body, bizarre, air, enjoyable, suddenly, works, gorski, anything, slapstick, actually, im, hes, screaming, good, female, anybody, enough, nonsequiturs, never, robot, already",1
"bring, animated, saw, shows, rugratsbr, job, 10, voicing, show, actors, characters, first, called, ever, really, duckman, created, turned, central, think, creators, loved, comedy, old, rushed, episodes, funny, years, could, great, along, ive, wish, toobr, dilbertbr, theyre, back, home, like, simpsons, cartoons, lots, voice, time, cartoon, cool, klaskycsupo, seen, critic, favorite, sweet, school",1
"carry, elegant, puts, making, setting, nowhere, mindbr, high, shows, may, french, convincingly, plot, friendsbr, bonus, picturing, original, doubt, mood, acting, sparkling, delights, film, doubts, loulous, extraordinary, weight, leaves, leads, either, serious, loulou, fully, alive, invites, make, provides, extra, excellent, perfectly, captured, way, expensive, styling, numerous, also, new, 1980, beyond, one, tenses, around, aftertastebr, participate, say, colored, reflect, whatever, isnt, time, fine, doesnt, three, stands, never, theme, wine, quality",1
"roles, even, jane, 7, necessary, making, sense, austens, together, high, masculine, may, makes, adaptations, first, cathys, clever, movie, weak, really, costumes, looking, real, highlife, hopefully, mind, think, wit, completely, fop, point, old, heartfelt, boondoggling, love, hero, words, almost, stories, sex, make, far, script, surely, lighting, way, know, sure, lacks, made, need, hardhearted, find, expository, like, reality, devicebr, black, two, ending, fingersewing, fascinating, put, page, novels, acquaintancetore, people, incredible, part, actors, smart, doozybr, besides, whose, albeit, especially, current, work, little, fiction, mrs, apparently, cast, remember, end, coldfish, upbringing, though, mr, rake, welsh, come, dont, enjoying, meant, money, done, also, enjoy, saying, appropriate, clearly, abbey, brother, mysteries, moneygrubbing, room, overthetop, objected, sews, behaviors, usually, nightmare, favorite, charisma, kiss, got, pretty, etc, sister, dvds, blend, romance, character, wisdom, version, whether, sewing, amazing, common, collection, acting, whats, every, scene, early, deliver, promote, approach, possibly, 5, notice, turn, kisses, richards, bathian, hard, perfectly, alive, play, times, heroes, extremely, gothic, distinguish, father, reason, catherine, fingers, upsettingbr, one, general, currently, theyre, counterpoint, educated, mothers, well, normal, udolpho, whatever, voice, points, still, perfect, chides, feel, order, firth, intended, others, different, tilney, prosaic, 8, accent, oliviergarson, bath, lines, adaptation, austen, qualities, entirely, gown, didnt, murderer, music, movies, dreamily, posture, peter, cant, romantic, country, hearing, expression, northanger, names, smarmybr, concernedbr, productions, marchionesse, villain, r, heroines, thats, ive, charming, opposite, arent, grinning, touch, combination, cartwheels, watch, im, youre, hes, good, lending, catherines, bbc, concerned, seen, thought, fun, watched, cheerful, captain",1
"pretty, phenomenal, even, thompson, noir, jim, follows, book, double, thompsons, overcomes, scott, huge, dodgy, hand, rendition, charged, classic, jason, sexually, movie, original, closely, rachel, suspenseful, passion, logic, fans, justice, give, cross, film, see, text, always, possibly, ward, works, must, bruce, world, converted, dern, far, case, dark, great, performances, best, creates, patrick, one, careers, might, like, youre, foleys, surreal, fan, author, self, sweet, never, toped",1
"alyn, spurned, saw, tour, makes, dons, starts, discrimination, white, truth, bathurst, pal, van, scenery, blonde, claude, motherbr, warren, randolf, agree, treatment, love, insulted, story, rather, mildred, attempts, contact, monte, dorothy, sympathetic, passing, carlo, brainless, college, takes, goes, gods, memorable, filmbr, fascinating, dies, detective, trio, playwright, declares, albertson, discover, anders, bennett, bennetts, film, banking, interesting, wagner, leaves, spiral, embarks, bess, also, san, race, business, meets, francisco, sam, birth, right, frank, drama, barthelmess, hammy, stunner, chinese, plagued, recent, hatred, honor, berserk, acting, constance, indian, scene, mathews, alanna, nice, difference, discovery, world, scenes, note, son, e, racial, coeds, tells, eileen, father, discovers, garb, symbol, dorn, fall, one, whoever, decision, long, chew, secretary, remains, gorgeous, ends, rchard, guilt, king, scenebr, alice, whole, mental, roulette, contains, table, oklahoma, flowers, good, solid, nasty, beautiful, never, reviewer, british",1
"bring, practically, shoots, together, shows, show, witch, piper, wants, telekinesis, really, knocks, doctor, real, dr, hell, dead, think, wall, strongset, breaking, says, love, himleo, way, left, get, leo, camera, find, kill, season, happy, came, dies, people, caught, shot, wouldnt, kills, realize, tornado, late, end, charmed, wounds, finds, vanquished, killed, brings, witches, dont, protect, episode, attacks, changed, gone, finally, comes, back, assassin, progress, ones, sad, would, shax, named, battle, demon, prue, trying, personally, sources, attic, move, everything, spell, one, vanquishing, threw, underworld, three, still, third, skin, blasts, meanwhile, destroy, heal, paige, kookoo, blows, power, street, hospital, manor, uses, didnt, totally, go, cant, phoebe, sisters, rewound, griffiths, loose, corporealizes, im, innocent, time, went, media, colewhen",1
"thanks, fire, yet, comebr, water, use, see, hopefully, think, azmi, movies, director, worked, okbr, make, ps, best, able, india, days, excellency, countless, madam, betterbr, regardsbr, shabana, good, time, doesnt, still, life",1
"sense, ideiafix, options, delay, depardieu, movie, screenwriter, calls, english, crocodile, christian, better, claude, food, panoramix, words, make, delicious, like, however, two, people, egyptians, without, numerobis, become, mission, promises, therefore, debbuzi, work, vote, gives, alain, gold, funny, persons, jokes, prove, specially, participate, certainly, help, accomplishes, language, cleopatra, castle, french, powers, beard, speak, red, ask, fails, geraard, fluent, director, architect, build, challenged, leaded, clavier, pirates, well, cesar, noted, three, order, obelix, covered, romans, universal, example, asterix, monica, period, rich, movies, months, seven, jamel, austin, fancy, chabat, onearm, parts, strange, bellucci",1
"historical, knew, emily, substance, albert, first, children, ever, blunt, movie, attention, looking, give, captivating, mother, screenplay, win, remarkable, reign, rupert, highly, love, prince, princess, far, story, engrossing, performances, way, left, intense, loves, entire, nine, like, marrying, simply, temper, political, disliked, personal, ending, queen, intimately, victorias, editing, compelling, later, production, emotional, william, performance, outstanding, screen, also, much, existing, fury, true, via, flawless, melbournepaul, sensitivity, patient, birth, would, situation, teenage, vulnerability, compassionate, romance, age, catching, regality, us, glimpse, acting, young, every, anyone, britians, convincing, marvelous, scenes, history, lord, times, friend, one, around, indeed, well, era, bettany, relationship, touching, biography, interested, ends, told, recommend, didnt, queens, vying, securing, movies, draws, king, soon, style, victoria, watch, good, beautifully, solid, time, lol, written, school",1
"got, even, never, change, crystal, first, variety, czech, beautiful, movie, talent, emotions, journey, shot, brilliantly, turned, recommend, addition, see, film, sammy, anyone, everyone, maximus, gheorghe, nice, expected, maxs, loved, performed, comedy, billy, must, client, world, moving, agent, absolutely, could, times, superb, emotion, excellent, muresan, dramatic, feeling, romania, upside, humorous, accidentally, republic, unique, role, situations, one, plus, expecting, actually, location, find, uniquely, say, goes, however, fan, comedic, parts, thought, depth, person, portrayal, visit, would, life",1
"edgy, morphing, ermey, makes, albert, recognition, ever, movie, really, photojournalist, eye, ten, immense, picture, morning, satisfying, physically, think, completely, better, stark, lee, fishburne, fairness, make, rather, dark, great, along, best, made, dictator, get, keep, martin, find, youll, like, footage, 50, claustrophobic, carries, ride, highlights, apocalypse, brando, redux, part, lucky, classic, backgrounds, biggest, least, played, napalm, film, slanted, form, astray, delivering, laurence, extra, blades, also, money, unjustified, unusual, gone, lens, intensity, role, maybe, firm, bits, smell, harrison, theres, leader, cool, sam, feeling, drama, basic, version, unwell, amazing, top, ford, restricted, flashing, ceiling, helicopter, war, qualm, anyone, spectacle, earned, impressions, final, hopper, wont, hard, films, starstudded, sadistic, behind, thatbr, view, beyond, general, one, penchant, mercenary, francis, assassinate, well, tons, acclaimed, godfather, quite, still, minute, coming, feel, belief, place, deserves, something, hall, miles, blessed, dennis, boat, di, tightening, sheen, fans, criticism, harrowing, man, coppolla, sent, see, minutes, stars, cant, duvall, unbearable, lights, robert, viewers, r, toobr, honestly, powerbr, betterbr, moods, views, river, fest, 49, disappointed, time, bottoms, image, marlon",1
"greg, obviously, impressed, wellpaced, richard, movie, underlying, measure, cheek, tribulations, looking, use, central, al, wit, better, highly, cowrote, fond, understanding, stories, sex, story, script, excellent, way, reflects, essential, new, earlier, six, tongue, deep, plays, considerable, downtown, spent, put, neighborhood, checking, parallel, loft, work, film, production, pacinos, moved, directed, mr, comedy, funny, set, lombardos, feature, thrown, favorite, thirtysomething, macbeth, offices, primarily, park, castle, drama, warm, recent, manhattan, york, macbeths, many, cleverly, rental, core, reminded, storyline, play, within, trials, check, rarely, yorkers, effort, intelligence, around, take, well, another, place, life, mirrors, decided, recommend, heart, nyc, knots, brooklyn, loved, wowed, lombardo, charming, shakespeare, updated, good, time, seen, woods, worth, wonderful",1
"saw, together, ever, fantasy, funnybr, movie, falls, give, real, gotbr, 1982, sudden, love, sex, subjects, dark, great, best, heartbreaking, made, get, stupid, treats, boys, teen, takes, lawrence, events, enjoyed, mixes, played, stop, brings, scenesbut, giving, jokes, also, back, surprised, male, pretty, winningly, important, realistically, teenage, nuditybr, probably, comedydramas, realism, ask, happens, trying, away, turn, anyways, ta, monoson, dramatic, intelligence, one, theyre, three, theatre, yeah, 10, basically, girl, things, going, soundtrack, expected, surprising, works, endingbr, thats, amount, halfway, actually, im",1
"enchanting, streep, performance, brings, good, excellent, screenplay, heart, meryl, impressive, go, movie, role",1
"miriams, crazy, may, yet, threatens, agreement, truths, responsible, think, multileveled, alcoholic, complicated, stranglehold, parables, presented, hollywood, problem, divorce, guilty, mustering, dangerous, gallows, stereotypicallyits, 6, stereotypes, metoo, fondling, reflections, remember, pristine, miriam, answer, also, strong, miscommunication, chance, pleasureseven, accomplicebr, behave, 2, courses, conflicted, fearand, athlete, would, literal, failed, commits, false, effectively, admit, many, study, cryptic, family, films, 1, politically, terrific, speculated, view, ethically, one, take, disorder, suicide, intended, care, seems, feels, start, act, woody, discussionbr, visual, 4, brunos, police, effeminate, good, agrees, enough, even, confess, obviously, delay, clarify, weak, alibis, physically, coverup, admitting, ineffectively, strangers, make, problems, complicity, sarcastic, blame, insight, near, takes, however, danger, hold, part, legally, obsessive, guy, doubts, gives, passively, tennis, dont, personality, crime, unable, much, primary, ones, hobbled, morality, character, defenseless, 3, fails, process, healthy, away, acquit, partially, play, could, solve, crimes, situations, depression, professor, another, gushing, traps, relationship, murder, education, promise, block, someone, death, manicure, ambiguity, train, ironic, brunojust, sexual, mental, wish, competitionbr, opposite, realistic, perhaps, misdemeanorsanother, weaknesses, herebr, makes, insecurities, committed, first, movie, factors, sick, dysfunctional, real, desperately, inside, better, stand, love, hitchcock, inability, story, call, cause, intense, get, need, sociopath, anne, struck, weakest, ethics, displaying, passivity, especially, interesting, proposals, receiving, evidence, ineffective, dishonesty, extent, insecurity, kissing, blunders, gem, ridiculous, driven, crisscross, unbelievable, women, impotencebr, colossal, friend, twists, mothers, relationships, well, draw, appears, emotionally, different, hand, inflected, confession, match, fully, playing, unrealistic, ethical, meanings, positions, incompetent, allens, ideas, features, selfhate, prevent, disease, bruno, linguistic, ensues, fashion, guys, traits, mother, point, absence, cinematic, escape, like, college, distrust, put, huge, fiction, film, possible, plausibility, comedy, murderbr, levels, subtle, although, hear, appear, beginning, murders, quickly, argue, testify, failure, secrecy, behalf, diamond, criticizing, heterosexual, desired, footwork, 5, comprehend, lack, appearing, pretending, question, used, articulate, feel, hiding, doting, 10, fictional, fault, morally, man, hitchcocks, told, web, 1951, see, since, moral, meaning, going, selfloathing, facially, must, closer, fluff, years, manipulating, tautly, philosophical, focus, gay",1
"james, bernard, sense, day, setting, 8, obviously, except, mixed, incredible, movie, doris, sometimesbr, endbr, climaxbr, real, film, since, locations, scene, early, think, background, scenery, better, rated, enjoyable, herrmann, hitchcock, scenes, purpose, entertaining, make, shots, great, ive, average, seem, stewart, reviews, comical, one, location, fake, light, another, near, appears, doesnt, 10br, heard",1
"craig, pitt, potential, seeing, interested, score, paul, actors, gifted, carpenters, plot, getting, talent, movie, eddie, especially, texture, cinematography, took, turns, carpenter, work, film, see, eyes, monroe, cast, blue, music, brad, locations, gives, leveli, director, windfall, surprising, loved, reminded, 200, awesome, love, components, script, newmans, along, way, great, money, watching, new, hope, looks, kept, nicolette, fred, twists, hollywood, incredibly, level, 2, favorite, talented, ending, morris, would",1
"bring, expectations, daughter, returns, accept, sons, witting, warm, starts, generations, farm, earth, truth, character, appearance, jack, happened, christopher, man, walkenjacob, bad, glenn, guy, real, acting, film, palancejohn, night, younger, grandpa, closesarah, trying, end, go, ropes, absence, old, hard, films, family, son, greet, years, come, great, new, loving, unexpectedly, beyond, showed, separation, happen, families, fathers, john, barn, time, usually, delves, jacobs, spent, events, talents",1
"got, peerless, emilybr, emmy, adaptations, victim, julie, without, plot, marple, castbr, finest, fraser, break, shame, poster, nemesis, superlative, acting, us, fave, work, dig, totally, mother, scene, liz, 1964, underrated, cid, brit, study, agree, prod, films, 1960s, friend, best, check, ms, hickson, nommed, agents, involving, one, andrewss, chance, level, mainstream, lesbian, christie, woman, shine, americanization, never, murder, perfs",1
"pretty, important, award, got, idea, characters, btw, drag, movie, power, wonderfully, thing, recommend, acting, christian, racing, cast, young, explained, cars, think, peoplebr, trying, director, across, involved, main, muscle, wasnt, witnessing, illegal, experience, madebr, lot, great, jesus, considering, message, get, theme, gospel, limited, reach, definitely, academy, good, christ, time, cool, tool, thought, dressed, caliber, would, transforming",1
"repeated, sense, may, fifteen, startingly, albert, examines, brookes, emerges, meteoric, understand, career, messages, stunningly, relative, tangled, unprepossessing, fast, old, producer, love, success, personified, attribute, hunter, witty, new, dumb, liners, plays, viewing, anchorbr, declinebr, despite, valued, attraction, standardsbr, unfulfilled, people, last, classic, missed, triangle, flying, least, obsessive, physical, film, comedy, william, importantly, levels, also, modern, triumph, difficult, human, ones, brilliant, character, workaholic, journalist, obsession, every, lives, many, neglected, relevant, affable, one, pleasurable, kid, bears, self, three, hurtbr, news, deprecating, different, block, attracted, rollercoaster, appearance, contrast, course, thick, ultimate, viewings, journalistic, works, hurt, years, harvest, continuing, decline, romancebr, perhaps, classical, intellect, time, holly, values, wonderful",1
"crackles, found, truth, really, altman, looking, follow, 100, performances, great, groundbreaking, greater, degree, sure, made, like, light, say, boys, party, fascinating, functions, actors, trip, therefore, surroundingsbr, 25, improved, wouldnt, film, delivering, statuesbr, though, dialogue, often, exoticbr, confident, saying, fit, much, 2, doesnt, taking, energy, got, park, joke, situation, oh, generally, sort, line, whether, hours, improvise, scene, many, improvisation, dancer, hard, films, concentrate, piece, youthful, one, raw, theyre, well, twice, used, another, goodbr, quite, examplebr, unpredictable, green, asking, badlybr, nevertheless, power, following, lines, novelty, theyve, ballet, things, meanders, go, worry, hestitant, robert, commendable, streetbr, whole, thats, arent, honestly, im, good, time, worth",1
